report_id,report_type,timestamp,reporting_center,operator_id,name,gender,age_band,age_estimate,language,physical_description,last_seen_location,last_seen_lat,last_seen_lng,reporter_mobile,photo_url,status,duplicate_pair_id,is_ground_truth_dup,matched_report_id,resolution_time_mins
RPT_1423,missing,2027-02-10T06:12:00,BOOTH_13,OP_020,,female,elderly,64,Telugu,"medium height average build person wearing white saree and pyjama, limping slightly, carrying jhola bag",BOOTH_13,19.987971,73.763241,+91 9616898564,,open,,False,,
RPT_1424,missing,2027-02-10T07:16:00,BOOTH_05,OP_002,Geeta,female,child_6_12,10,Gujarati,"short stout person wearing red shirt and trousers, long hair, carrying umbrella",BOOTH_05,19.928932,73.528668,+91 9378590698,photos/synth_RPT_2215.jpg,open,,False,,
RPT_1425,found_unaccompanied,2027-02-10T16:11:00,BOOTH_02,OP_012,,unknown,teen,14,Tamil,"tall average build person wearing orange jacket and pyjama, bindi on forehead, carrying jhola bag",BOOTH_02,19.986445,73.760277,,photos/synth_RPT_2477.jpg,open,,False,,
RPT_1426,missing,2027-02-10T14:34:00,BOOTH_03,OP_012,,female,child_6_12,10,Tamil,"medium height stout person wearing yellow dupatta and pyjama, mole on left cheek, carrying no bag",BOOTH_03,20.008035,73.797909,+91 9976076856,photos/synth_RPT_1583.jpg,open,,False,,
RPT_1427,found_unaccompanied,2027-02-10T16:43:00,BOOTH_03,OP_011,Lakshmi,female,elderly,63,Telugu,"short thin person wearing red shirt and trousers, mole on left cheek, carrying umbrella",BOOTH_03,20.008035,73.797909,,,open,,False,,
RPT_1428,missing,2027-02-10T21:40:00,BOOTH_13,OP_007,Geeta,female,adult,28,Tamil,"medium height average build person wearing striped kurta and trousers, no distinguishing marks, carrying small steel vessel",BOOTH_13,19.987971,73.763241,+91 9155629472,,open,,False,,
RPT_1429,found_unaccompanied,2027-02-10T09:54:00,BOOTH_09,OP_013,Vikram,male,elderly,83,Gujarati,"short thin person wearing blue kurta and pyjama, no distinguishing marks, carrying jhola bag",BOOTH_09,20.014907,73.782013,,,open,,False,,
RPT_1430,found_unaccompanied,2027-02-10T18:50:00,BOOTH_08,OP_012,Priya,female,child_6_12,9,Unknown,"tall thin person wearing grey hoodie and salwar, birthmark on neck, carrying no bag",BOOTH_08,19.99391,73.808465,,,open,,False,,
RPT_1431,missing,2027-02-10T11:32:00,BOOTH_03,OP_007,,male,teen,17,Hindi,"medium height average build person wearing pink blouse and dhoti, scar on chin, carrying jhola bag",BOOTH_03,20.008035,73.797909,+91 9356207634,,open,,False,,
RPT_1432,found_unaccompanied,2027-02-10T06:30:00,BOOTH_04,OP_006,Sunita,unknown,child_0_5,1,Hindi,"tall average build person wearing grey hoodie and shorts, wearing glasses, carrying plastic bag",BOOTH_04,19.947525,73.504989,,,open,,False,,
RPT_1433,found_unaccompanied,2027-02-10T21:02:00,BOOTH_12,OP_016,Arjun,unknown,adult,37,Unknown,"medium height stout person wearing pink blouse and shorts, long hair, carrying orange bag",BOOTH_12,19.995186,73.797356,,,open,,False,,
RPT_1434,missing,2027-02-10T15:17:00,BOOTH_01,OP_003,Kavita,male,elderly,61,Hindi,"medium height stout person wearing green t-shirt and salwar, no distinguishing marks, carrying plastic bag",BOOTH_01,20.006171,73.754551,+91 9690722064,photos/synth_RPT_2107.jpg,open,,False,,
RPT_1435,missing,2027-02-10T16:44:00,BOOTH_05,OP_017,Ramesh,unknown,teen,16,Unknown,"short stout person wearing striped kurta and trousers, no distinguishing marks, carrying no bag",BOOTH_05,19.928932,73.528668,+91 9495524674,photos/synth_RPT_0988.jpg,open,,False,,
RPT_1436,found_unaccompanied,2027-02-10T21:54:00,BOOTH_02,OP_020,,unknown,adult,56,Unknown,"short thin person wearing yellow dupatta and jeans, no distinguishing marks, carrying jhola bag",BOOTH_02,19.986445,73.760277,,photos/synth_RPT_0990.jpg,open,,False,,
RPT_1437,found_unaccompanied,2027-02-10T12:56:00,BOOTH_07,OP_006,Ramesh,unknown,child_6_12,9,Telugu,"medium height stout person wearing pink blouse and salwar, birthmark on neck, carrying plastic bag",BOOTH_07,20.007247,73.756022,,photos/synth_RPT_0877.jpg,open,,False,,
RPT_1438,found_unaccompanied,2027-02-10T10:00:00,BOOTH_01,OP_012,Lakshmi,female,child_6_12,9,Bengali,"short average build person wearing blue kurta and trousers, no distinguishing marks, carrying no bag",BOOTH_01,20.006171,73.754551,,,open,,False,,
RPT_1439,missing,2027-02-10T09:09:00,BOOTH_01,OP_008,,male,child_6_12,6,Hindi,"medium height average build person wearing red shirt and dhoti, limping slightly, carrying small steel vessel",BOOTH_01,20.006171,73.754551,+91 9507380254,photos/synth_RPT_1085.jpg,open,,False,,
RPT_1440,missing,2027-02-10T06:18:00,BOOTH_09,OP_001,Geeta,unknown,teen,19,Tamil,"short thin person wearing white saree and lehenga, long hair, carrying jhola bag",BOOTH_09,20.014907,73.782013,+91 9511834185,photos/synth_RPT_0211.jpg,open,,False,,
RPT_1441,found_unaccompanied,2027-02-10T20:42:00,BOOTH_01,OP_020,Priya,male,child_6_12,9,Telugu,"short stout person wearing yellow dupatta and trousers, bindi on forehead, carrying flower garland",BOOTH_01,20.006171,73.754551,,photos/synth_RPT_0895.jpg,open,,False,,
RPT_1442,found_unaccompanied,2027-02-10T17:03:00,BOOTH_07,OP_020,Kavita,female,child_6_12,12,Hindi,"tall average build person wearing blue kurta and lunghi, wearing silver anklet, carrying black backpack",BOOTH_07,20.007247,73.756022,,,open,,False,,
RPT_1443,found_unaccompanied,2027-02-10T21:34:00,BOOTH_03,OP_001,Lakshmi,unknown,child_0_5,2,Marathi,"tall thin person wearing white saree and shorts, mole on left cheek, carrying small steel vessel",BOOTH_03,20.008035,73.797909,,,open,,False,,
RPT_1444,found_unaccompanied,2027-02-10T21:30:00,BOOTH_12,OP_016,Ramesh,unknown,elderly,83,Gujarati,"short stout person wearing striped kurta and lunghi, mole on left cheek, carrying plastic bag",BOOTH_12,19.995186,73.797356,,photos/synth_RPT_0754.jpg,open,,False,,
RPT_1445,missing,2027-02-10T20:50:00,BOOTH_02,OP_020,Ramesh,male,child_0_5,5,Unknown,"tall thin person wearing green t-shirt and lehenga, long hair, carrying black backpack",BOOTH_02,19.986445,73.760277,+91 9916302219,,open,,False,,
RPT_1446,found_unaccompanied,2027-02-10T16:04:00,BOOTH_10,OP_012,Priya,female,adult,43,Gujarati,"medium height thin person wearing grey hoodie and pyjama, bindi on forehead, carrying jhola bag",BOOTH_10,19.996766,73.791175,,photos/synth_RPT_1039.jpg,open,,False,,
RPT_1447,found_unaccompanied,2027-02-10T12:36:00,BOOTH_10,OP_012,,male,adult,49,Bengali,"medium height thin person wearing white saree and shorts, short hair, carrying black backpack",BOOTH_10,19.996766,73.791175,,photos/synth_RPT_0367.jpg,open,,False,,
RPT_1448,found_unaccompanied,2027-02-10T08:59:00,BOOTH_07,OP_009,Arjun,male,teen,14,Bengali,"tall stout person wearing yellow dupatta and trousers, short hair, carrying small steel vessel",BOOTH_07,20.007247,73.756022,,photos/synth_RPT_0513.jpg,open,,False,,
RPT_1449,missing,2027-02-10T17:29:00,BOOTH_08,OP_006,,female,child_6_12,12,Hindi,"short thin person wearing grey hoodie and shorts, wearing silver anklet, carrying plastic bag",BOOTH_08,19.99391,73.808465,+91 9870024743,photos/synth_RPT_2186.jpg,open,,False,,
RPT_1450,found_unaccompanied,2027-02-10T15:25:00,BOOTH_13,OP_017,,female,adult,46,Hindi,"tall thin person wearing green t-shirt and lehenga, mole on left cheek, carrying orange bag",BOOTH_13,19.987971,73.763241,,photos/synth_RPT_0970.jpg,open,,False,,
RPT_1451,found_unaccompanied,2027-02-10T10:31:00,BOOTH_05,OP_001,Lakshmi,unknown,child_0_5,2,Marathi,"medium height thin person wearing red shirt and lehenga, birthmark on neck, carrying black backpack",BOOTH_05,19.928932,73.528668,,photos/synth_RPT_0920.jpg,open,,False,,
RPT_1452,missing,2027-02-10T15:28:00,BOOTH_12,OP_020,Ramesh,unknown,child_0_5,2,Hindi,"tall stout person wearing grey hoodie and lehenga, long hair, carrying flower garland",BOOTH_12,19.995186,73.797356,+91 9862752355,,open,,False,,
RPT_1453,found_unaccompanied,2027-02-10T08:30:00,BOOTH_07,OP_002,,female,child_6_12,9,Telugu,"medium height average build person wearing striped kurta and salwar, no distinguishing marks, carrying orange bag",BOOTH_07,20.007247,73.756022,,photos/synth_RPT_0013.jpg,open,PAIR_007,True,,
RPT_1454,missing,2027-02-10T21:01:00,BOOTH_13,OP_002,Priya,unknown,child_0_5,3,Marathi,"short thin person wearing black t-shirt and jeans, wearing silver anklet, carrying no bag",BOOTH_13,19.987971,73.763241,+91 9135248842,photos/synth_RPT_1100.jpg,open,,False,,
RPT_1455,missing,2027-02-10T21:41:00,BOOTH_12,OP_004,Vikram,male,elderly,75,Hindi,"tall stout person wearing green t-shirt and trousers, long hair, carrying black backpack",BOOTH_12,19.995186,73.797356,+91 9945584943,photos/synth_RPT_2185.jpg,open,,False,,
RPT_1456,found_unaccompanied,2027-02-10T11:06:00,BOOTH_10,OP_017,Vikram,unknown,elderly,86,Tamil,"short thin person wearing orange jacket and shorts, birthmark on neck, carrying plastic bag",BOOTH_10,19.996766,73.791175,,,open,,False,,
RPT_1457,missing,2027-02-10T08:47:00,BOOTH_04,OP_017,,female,adult,57,Gujarati,"short stout person wearing striped kurta and lehenga, wearing silver anklet, carrying no bag",BOOTH_04,19.947525,73.504989,+91 9457713985,,open,,False,,
RPT_1458,missing,2027-02-10T13:38:00,BOOTH_10,OP_014,Kavita,unknown,child_6_12,7,Bengali,"tall stout person wearing grey hoodie and jeans, no distinguishing marks, carrying no bag",BOOTH_10,19.996766,73.791175,+91 9719805234,,open,,False,,
RPT_1459,missing,2027-02-10T20:12:00,BOOTH_10,OP_013,Sunita,male,elderly,83,Marathi,"tall stout person wearing white saree and pyjama, scar on chin, carrying small steel vessel",BOOTH_10,19.996766,73.791175,+91 9936533595,photos/synth_RPT_1409.jpg,open,,False,,
RPT_1460,found_unaccompanied,2027-02-10T20:41:00,BOOTH_11,OP_017,Geeta,female,child_0_5,4,Hindi,"short average build person wearing white saree and jeans, short hair, carrying umbrella",BOOTH_11,19.990637,73.757836,,photos/synth_RPT_2368.jpg,open,,False,,
RPT_1461,found_unaccompanied,2027-02-10T06:46:00,BOOTH_06,OP_018,,female,teen,15,Gujarati,"medium height thin person wearing yellow dupatta and lehenga, wearing glasses, carrying black backpack",BOOTH_06,20.008062,73.780801,,photos/synth_RPT_0029.jpg,open,PAIR_015,True,,
RPT_1462,missing,2027-02-10T07:23:00,BOOTH_03,OP_004,Geeta,male,elderly,78,Tamil,"short thin person wearing green t-shirt and lehenga, wearing silver anklet, carrying black backpack",BOOTH_03,20.008035,73.797909,+91 9295538742,photos/synth_RPT_1958.jpg,open,,False,,
RPT_1463,missing,2027-02-10T13:40:00,BOOTH_12,OP_009,Ramesh,female,elderly,61,Gujarati,"tall average build person wearing red shirt and shorts, scar on chin, carrying umbrella",BOOTH_12,19.995186,73.797356,+91 9614971107,,open,,False,,
RPT_1464,missing,2027-02-10T17:30:00,BOOTH_02,OP_010,Geeta,unknown,child_6_12,11,Bengali,"tall stout person wearing white saree and dhoti, mole on left cheek, carrying flower garland",BOOTH_02,19.986445,73.760277,+91 9834376405,photos/synth_RPT_2479.jpg,open,,False,,
RPT_1465,missing,2027-02-10T18:11:00,BOOTH_06,OP_013,,female,adult,40,Unknown,"tall thin person wearing blue kurta and trousers, short hair, carrying black backpack",BOOTH_06,20.008062,73.780801,+91 9376150301,photos/synth_RPT_2348.jpg,open,,False,,
RPT_1466,missing,2027-02-10T09:03:00,BOOTH_13,OP_015,Kavita,male,teen,15,Hindi,"medium height average build person wearing black t-shirt and jeans, birthmark on neck, carrying orange bag",BOOTH_13,19.987971,73.763241,+91 9784771439,,open,,False,,
RPT_1467,missing,2027-02-10T10:21:00,BOOTH_01,OP_002,Sunita,female,child_6_12,9,Gujarati,"medium height average build person wearing kurta and salwar, wearing anklet, carrying black backpack",BOOTH_08,19.99391,73.808465,+91 9864131026,,open,PAIR_086,True,,
RPT_1468,found_unaccompanied,2027-02-10T14:08:00,BOOTH_06,OP_013,Sunita,unknown,child_6_12,7,Marathi,"short thin person wearing black t-shirt and lehenga, birthmark on neck, carrying no bag",BOOTH_06,20.008062,73.780801,,,open,,False,,
RPT_1469,found_unaccompanied,2027-02-10T15:55:00,BOOTH_01,OP_016,Geeta,male,child_0_5,3,Hindi,"short stout person wearing grey hoodie and pyjama, wearing silver anklet, carrying plastic bag",BOOTH_01,20.006171,73.754551,,,open,,False,,
RPT_1470,found_unaccompanied,2027-02-10T16:19:00,BOOTH_04,OP_015,Geeta,male,teen,18,Marathi,"short thin person wearing yellow dupatta and lehenga, wearing silver anklet, carrying no bag",BOOTH_04,19.947525,73.504989,,,open,,False,,
RPT_1471,missing,2027-02-10T11:00:00,BOOTH_10,OP_006,Geeta,male,teen,19,Telugu,"tall average build person wearing yellow dupatta and dhoti, scar on chin, carrying umbrella",BOOTH_10,19.996766,73.791175,+91 9767274291,,open,,False,,
RPT_1472,missing,2027-02-10T13:20:00,BOOTH_11,OP_011,Kavita,female,teen,15,Bengali,"medium height average build person wearing blue kurta and pants scar on chin, holding flower garland",BOOTH_13,19.987971,73.763241,+91 9303832812,,open,PAIR_049,True,,
RPT_1473,found_unaccompanied,2027-02-10T06:04:00,BOOTH_02,OP_003,Kavita,unknown,teen,15,Marathi,"medium height average build person wearing blue kurta and lunghi, birthmark on neck, carrying plastic bag",BOOTH_02,19.986445,73.760277,,photos/synth_RPT_1400.jpg,open,,False,,
RPT_1474,missing,2027-02-10T07:56:00,BOOTH_12,OP_004,Kavita,female,child_0_5,5,Marathi,"medium height stout person wearing striped kurta and lehenga, short hair, carrying black backpack",BOOTH_12,19.995186,73.797356,+91 9539972403,photos/synth_RPT_0215.jpg,open,,False,,
RPT_1475,missing,2027-02-10T12:07:00,BOOTH_04,OP_006,Ramesh,male,child_6_12,12,Unknown,"tall average build person wearing blue kurta and shorts, limping slightly, carrying no bag",BOOTH_04,19.947525,73.504989,+91 9343052008,photos/synth_RPT_1509.jpg,open,,False,,
RPT_1476,missing,2027-02-10T20:28:00,BOOTH_08,OP_017,,female,child_0_5,3,Tamil,"medium height average build person wearing orange jacket and lunghi, limping slightly, carrying black backpack",BOOTH_08,19.99391,73.808465,+91 9245465890,photos/synth_RPT_0802.jpg,open,,False,,
RPT_1477,found_unaccompanied,2027-02-10T17:24:00,BOOTH_09,OP_019,Lakshmi,female,teen,17,Bengali,"short thin person wearing yellow dupatta and trousers, limping slightly, carrying plastic bag",BOOTH_09,20.014907,73.782013,,,open,,False,,
RPT_1478,found_unaccompanied,2027-02-10T19:18:00,BOOTH_07,OP_011,Priya,male,elderly,88,Hindi,"short thin person wearing striped kurta and lunghi, scar on chin, carrying no bag",BOOTH_07,20.007247,73.756022,,,open,,False,,
RPT_1479,missing,2027-02-10T16:50:00,BOOTH_03,OP_010,Kavita,male,elderly,90,Unknown,"medium height average build person wearing red shirt and salwar, birthmark on neck, carrying jhola bag",BOOTH_03,20.008035,73.797909,+91 9425960088,photos/synth_RPT_1221.jpg,open,,False,,
RPT_1480,found_unaccompanied,2027-02-10T07:07:00,BOOTH_08,OP_016,,male,teen,16,Bengali,"short stout person wearing white saree and jeans, short hair, carrying plastic bag",BOOTH_08,19.99391,73.808465,,,open,,False,,
RPT_1481,missing,2027-02-10T22:00:00,BOOTH_13,OP_019,Lakshmi,unknown,teen,16,Unknown,"short thin person wearing red shirt and shorts, no distinguishing marks, carrying no bag",BOOTH_13,19.987971,73.763241,+91 9608801224,,open,,False,,
RPT_1482,missing,2027-02-10T06:51:00,BOOTH_13,OP_020,Ramesh,female,teen,13,Marathi,"short average build person wearing yellow dupatta and lunghi, long hair, carrying black backpack",BOOTH_13,19.987971,73.763241,+91 9318058407,,open,,False,,
RPT_1483,missing,2027-02-10T17:01:00,BOOTH_01,OP_018,,male,adult,24,Gujarati,"tall thin person wearing black t-shirt and lunghi, bindi on forehead, carrying plastic bag",BOOTH_01,20.006171,73.754551,+91 9187203073,photos/synth_RPT_1780.jpg,open,,False,,
RPT_1484,missing,2027-02-10T06:57:00,BOOTH_06,OP_003,,unknown,child_0_5,2,Marathi,"short thin person wearing striped kurta and salwar, birthmark on neck, carrying no bag",BOOTH_06,20.008062,73.780801,+91 9332770928,photos/synth_RPT_1182.jpg,open,,False,,
RPT_1485,found_unaccompanied,2027-02-10T19:27:00,BOOTH_09,OP_005,,unknown,teen,16,Marathi,"medium height average build person wearing red shirt and lunghi, bindi on forehead, carrying umbrella",BOOTH_09,20.014907,73.782013,,photos/synth_RPT_2273.jpg,open,,False,,
RPT_1486,missing,2027-02-10T19:28:00,BOOTH_03,OP_006,Vikram,female,elderly,63,Bengali,"short average build person wearing blue kurta and jeans, bindi on forehead, carrying black backpack",BOOTH_03,20.008035,73.797909,+91 9243038324,,open,,False,,
RPT_1487,found_unaccompanied,2027-02-10T12:21:00,BOOTH_13,OP_009,Geeta,unknown,adult,23,Telugu,"medium height average build person wearing orange jacket and dhoti, mole on left cheek, carrying plastic bag",BOOTH_13,19.987971,73.763241,,photos/synth_RPT_0451.jpg,open,,False,,
RPT_1488,found_unaccompanied,2027-02-10T20:01:00,BOOTH_04,OP_016,,male,child_0_5,2,Telugu,"tall thin person wearing orange jacket and salwar, limping slightly, carrying jhola bag",BOOTH_04,19.947525,73.504989,,,open,,False,,
RPT_1489,missing,2027-02-10T08:37:00,BOOTH_07,OP_005,Ramesh,male,child_0_5,3,Bengali,"large thin person yellow dupatta and lehenga, no distinguishing marks, carrying plastic bag",BOOTH_02,19.986445,73.760277,+91 9669628927,,open,PAIR_080,True,,
RPT_1490,found_unaccompanied,2027-02-10T11:00:00,BOOTH_05,OP_012,Kavita,female,child_6_12,12,Unknown,"short stout person wearing red shirt and shorts, no distinguishing marks, carrying no bag",BOOTH_05,19.928932,73.528668,,photos/synth_RPT_1096.jpg,open,,False,,
RPT_1491,missing,2027-02-10T14:49:00,BOOTH_12,OP_020,Geeta,female,teen,16,Hindi,"tall stout person wearing yellow dupatta and salwar, short hair, carrying jhola bag",BOOTH_12,19.995186,73.797356,+91 9344643732,photos/synth_RPT_0879.jpg,open,,False,,
RPT_1492,missing,2027-02-10T06:01:00,BOOTH_02,OP_017,Kavita,female,child_6_12,7,Unknown,"short stout person wearing grey hoodie and salwar, birthmark on neck, carrying flower garland",BOOTH_02,19.986445,73.760277,+91 9715264755,photos/synth_RPT_1702.jpg,open,,False,,
RPT_1493,missing,2027-02-10T08:29:00,BOOTH_01,OP_019,Priya,female,adult,35,Gujarati,"medium height average build wearing white saree and trousers, long hair, holding umbrella",BOOTH_03,20.008035,73.797909,+91 9599326438,,open,PAIR_011,True,,
RPT_1494,found_unaccompanied,2027-02-10T14:55:00,BOOTH_08,OP_018,,female,teen,14,Marathi,"medium height stout person wearing black t-shirt and pyjama, long hair, carrying jhola bag",BOOTH_08,19.99391,73.808465,,photos/synth_RPT_1974.jpg,open,,False,,
RPT_1495,found_unaccompanied,2027-02-10T20:00:00,BOOTH_01,OP_017,Lakshmi,female,adult,38,Bengali,"medium height thin person wearing red shirt and trousers, wearing glasses, carrying umbrella",BOOTH_01,20.006171,73.754551,,photos/synth_RPT_0900.jpg,open,,False,,
RPT_1496,found_unaccompanied,2027-02-10T20:27:00,BOOTH_10,OP_010,,male,adult,35,Gujarati,"short thin person wearing white saree and pyjama, no distinguishing marks, carrying flower garland",BOOTH_10,19.996766,73.791175,,photos/synth_RPT_0161.jpg,open,PAIR_081,True,,
RPT_1497,missing,2027-02-10T13:34:00,BOOTH_01,OP_017,Ramesh,unknown,teen,18,Marathi,"medium height thin person wearing white saree and shorts, wearing silver anklet, carrying black backpack",BOOTH_01,20.006171,73.754551,+91 9225651756,photos/synth_RPT_2285.jpg,open,,False,,
RPT_1498,missing,2027-02-10T15:48:00,BOOTH_02,OP_009,,male,child_6_12,9,Telugu,"medium height thin person wearing red shirt and trousers, limping slightly, carrying small steel vessel",BOOTH_02,19.986445,73.760277,+91 9639427879,,open,,False,,
RPT_1499,missing,2027-02-10T16:21:00,BOOTH_05,OP_017,Geeta,unknown,adult,56,Bengali,"tall thin person wearing red shirt and dhoti, wearing silver anklet, carrying plastic bag",BOOTH_05,19.928932,73.528668,+91 9226136059,,open,,False,,
RPT_1500,missing,2027-02-10T06:58:00,BOOTH_12,OP_019,Sunita,male,child_0_5,3,Hindi,"medium height thin person wearing green t-shirt and salwar, no distinguishing marks, carrying orange bag",BOOTH_12,19.995186,73.797356,+91 9521079032,photos/synth_RPT_1712.jpg,open,,False,,
RPT_1501,found_unaccompanied,2027-02-10T17:43:00,BOOTH_13,OP_011,,male,child_6_12,9,Hindi,"medium height stout person wearing white saree and dhoti, wearing silver anklet, carrying black backpack",BOOTH_13,19.987971,73.763241,,photos/synth_RPT_1700.jpg,open,,False,,
RPT_1502,missing,2027-02-10T12:49:00,BOOTH_04,OP_017,Geeta,unknown,child_6_12,12,Tamil,"tall stout person wearing orange jacket and jeans, wearing silver anklet, carrying small steel vessel",BOOTH_04,19.947525,73.504989,+91 9428408066,photos/synth_RPT_1614.jpg,open,,False,,
RPT_1503,found_unaccompanied,2027-02-10T13:33:00,BOOTH_04,OP_004,Geeta,unknown,child_0_5,4,Unknown,"tall stout person wearing black t-shirt and trousers, no distinguishing marks, carrying plastic bag",BOOTH_04,19.947525,73.504989,,,open,,False,,
RPT_1504,found_unaccompanied,2027-02-10T18:54:00,BOOTH_07,OP_019,,male,adult,59,Tamil,"medium height stout person wearing blue kurta and shorts, limping slightly, carrying plastic bag",BOOTH_07,20.007247,73.756022,,photos/synth_RPT_0239.jpg,open,,False,,
RPT_1505,missing,2027-02-10T20:03:00,BOOTH_12,OP_001,,male,elderly,76,Marathi,"short average build person wearing black t-shirt and dhoti, scar on chin, carrying jhola bag",BOOTH_12,19.995186,73.797356,+91 9485490570,photos/synth_RPT_1035.jpg,open,,False,,
RPT_1506,missing,2027-02-10T18:55:00,BOOTH_01,OP_006,Arjun,male,child_6_12,6,Marathi,"medium height stout person wearing yellow dupatta and salwar, short hair, carrying black backpack",BOOTH_01,20.006171,73.754551,+91 9509616605,,open,,False,,
RPT_1507,missing,2027-02-10T16:49:00,BOOTH_03,OP_004,Vikram,male,child_6_12,7,Gujarati,"tall stout person wearing yellow dupatta and pyjama, long hair, carrying no bag",BOOTH_03,20.008035,73.797909,+91 9835865418,,open,,False,,
RPT_1508,missing,2027-02-10T08:57:00,BOOTH_05,OP_012,Priya,unknown,child_0_5,3,Bengali,"short thin person wearing pink blouse and shorts, no distinguishing marks, carrying jhola bag",BOOTH_05,19.928932,73.528668,+91 9467873396,photos/synth_RPT_1686.jpg,open,,False,,
RPT_1509,missing,2027-02-10T19:58:00,BOOTH_08,OP_017,Sunita,unknown,teen,13,Tamil,"medium height thin person wearing pink blouse and shorts, no distinguishing marks, carrying black backpack",BOOTH_08,19.99391,73.808465,+91 9189256310,photos/synth_RPT_1519.jpg,open,,False,,
RPT_1510,found_unaccompanied,2027-02-10T17:54:00,BOOTH_01,OP_014,,male,child_0_5,3,Unknown,"tall thin person wearing red shirt and jeans, no distinguishing marks, carrying no bag",BOOTH_01,20.006171,73.754551,,photos/synth_RPT_0129.jpg,open,PAIR_065,True,,
RPT_1511,found_unaccompanied,2027-02-10T17:21:00,BOOTH_10,OP_013,Arjun,female,teen,19,Telugu,"short average build person wearing red shirt and shorts, long hair, carrying plastic bag",BOOTH_10,19.996766,73.791175,,,open,,False,,
RPT_1512,missing,2027-02-10T16:14:00,BOOTH_02,OP_015,Priya,male,elderly,78,Gujarati,"tall average build person wearing pink blouse and shorts, long hair, carrying small steel vessel",BOOTH_02,19.986445,73.760277,+91 9987077148,,open,,False,,
RPT_1513,found_unaccompanied,2027-02-10T13:27:00,BOOTH_01,OP_008,,male,adult,53,Tamil,"tall average build person wearing green t-shirt and dhoti, wearing silver anklet, carrying small steel vessel",BOOTH_01,20.006171,73.754551,,,open,,False,,
RPT_1514,found_unaccompanied,2027-02-10T19:04:00,BOOTH_12,OP_020,Lakshmi,female,adult,38,Gujarati,"tall thin person wearing blue kurta and jeans, short hair, carrying orange bag",BOOTH_12,19.995186,73.797356,,photos/synth_RPT_2274.jpg,open,,False,,
RPT_1515,found_unaccompanied,2027-02-10T06:33:00,BOOTH_09,OP_005,Sunita,female,child_0_5,2,Unknown,"short thin person wearing orange jacket and shorts, wearing silver anklet, carrying plastic bag",BOOTH_09,20.014907,73.782013,,,open,,False,,
RPT_1516,missing,2027-02-10T20:56:00,BOOTH_07,OP_010,,unknown,child_0_5,4,Telugu,"short stout person wearing white saree and shorts, scar on chin, carrying umbrella",BOOTH_07,20.007247,73.756022,+91 9811680549,,open,,False,,
RPT_1517,found_unaccompanied,2027-02-10T19:53:00,BOOTH_10,OP_014,Arjun,male,child_0_5,2,Bengali,"tall thin person wearing grey hoodie and lunghi, long hair, carrying jhola bag",BOOTH_10,19.996766,73.791175,,photos/synth_RPT_2354.jpg,open,,False,,
RPT_1518,found_unaccompanied,2027-02-10T14:00:00,BOOTH_02,OP_010,Geeta,female,adult,45,Tamil,"short stout person wearing grey hoodie and shorts, wearing silver anklet, carrying orange bag",BOOTH_02,19.986445,73.760277,,photos/synth_RPT_1965.jpg,open,,False,,
RPT_1519,found_unaccompanied,2027-02-10T15:35:00,BOOTH_01,OP_005,Sunita,male,child_6_12,8,Gujarati,"tall thin person wearing black t-shirt and shorts, wearing silver anklet, carrying black backpack",BOOTH_01,20.006171,73.754551,,,open,,False,,
RPT_1520,found_unaccompanied,2027-02-10T09:04:00,BOOTH_09,OP_016,Vikram,female,child_6_12,10,Hindi,"tall thin person wearing yellow dupatta and shorts, no distinguishing marks, carrying orange bag",BOOTH_09,20.014907,73.782013,,photos/synth_RPT_0363.jpg,open,,False,,
RPT_1521,missing,2027-02-10T12:37:00,BOOTH_03,OP_006,Ramesh,unknown,elderly,77,Unknown,"medium height average build person wearing striped kurta and salwar, long hair, carrying black backpack",BOOTH_03,20.008035,73.797909,+91 9521585878,photos/synth_RPT_0851.jpg,open,,False,,
RPT_1522,missing,2027-02-10T17:50:00,BOOTH_07,OP_003,Lakshmi,female,elderly,89,Gujarati,"medium height average build person wearing pink blouse and jeans, mole on left cheek, carrying no bag",BOOTH_07,20.007247,73.756022,+91 9847085890,photos/synth_RPT_1348.jpg,open,,False,,
RPT_1523,missing,2027-02-10T20:40:00,BOOTH_07,OP_003,Kavita,male,child_6_12,8,Marathi,"medium height thin person wearing yellow dupatta and lehenga, short hair, carrying small steel vessel",BOOTH_07,20.007247,73.756022,+91 9960537767,,open,,False,,
RPT_1524,found_unaccompanied,2027-02-10T19:19:00,BOOTH_07,OP_014,,unknown,adult,43,Gujarati,"short stout person wearing blue kurta and lehenga, short hair, carrying no bag",BOOTH_07,20.007247,73.756022,,,open,,False,,
RPT_1525,found_unaccompanied,2027-02-10T13:25:00,BOOTH_05,OP_005,Kavita,male,teen,19,Unknown,"short thin person wearing striped kurta and pyjama, short hair, carrying small steel vessel",BOOTH_05,19.928932,73.528668,,photos/synth_RPT_0898.jpg,open,,False,,
RPT_1526,missing,2027-02-10T13:22:00,BOOTH_05,OP_007,Vikram,female,child_0_5,2,Telugu,"medium height thin person wearing orange jacket and shorts, short hair, carrying flower garland",BOOTH_05,19.928932,73.528668,+91 9811114540,,open,,False,,
RPT_1527,missing,2027-02-10T18:47:00,BOOTH_04,OP_017,Priya,male,teen,18,Tamil,"short stout person wearing orange jacket and dhoti, wearing silver anklet, carrying orange bag",BOOTH_04,19.947525,73.504989,+91 9137066936,photos/synth_RPT_2056.jpg,open,,False,,
